what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093448230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509093448234
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093465561
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509093468435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093469539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093481201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509093482353
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093486097
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093486120
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1509093486158
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1509093486673
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509093487738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093487895
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093495717
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093496924
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093500211
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093504238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093508426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093509239
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093516157
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093516270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093517154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093518247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093524248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1509093558712
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093564565
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093565385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093565938
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093567740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093586581
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093587731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093587965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093589877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093620710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093621737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093621982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093623692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093646841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093647833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093648063
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093650629
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093657044
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093657898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093658143
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093667291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093672228
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093673146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093673767
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093676283
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093680810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093690203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509093692016
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509093694184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509093698762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093721211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093721961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093722524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093725187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093742132
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093743281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093743559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093747545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1509093767757
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509093768269
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509093775031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509093777277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093778050
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093782454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093793276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093810494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093810809
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093873250
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509093873266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093881570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093882648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093882894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093889779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093903674
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093905287
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093905503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093907678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093915289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093916351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093916591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093940040
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093946841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093948271
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093948505
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093950618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093954450
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093955376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093955608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093957882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093961634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093962576
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093962796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093964794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093970513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509093990529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094015208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094022248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1509094098965
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1509094101394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094130409
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094131238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094131475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094140097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094150152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094151390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094151634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094158844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094166216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094167038
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094167286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094169093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094173463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094174037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094174265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094176112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094190810
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094193272
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094204570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094206336
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094213960
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094214861
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094215100
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094219892
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094231272
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094232069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094232296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094250536
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094262270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094263444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094263676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094267693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094275967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094276660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094276889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094279008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094291975
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094292805
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094293043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094295183
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094300623
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094301445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094301667
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094303623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094311382
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094312157
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094312379
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094314112
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509094316867
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094318301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094319166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094366851
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509094377065
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094387150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094388275
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094388829
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094390935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094398414
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094399404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094399641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094411609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1509094423977
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509094424771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094426293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094427109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094430642
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509094432704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094585301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094586059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094586325
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094592909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094599989
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094600794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094601021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094605090
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094616965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094618011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094618236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094630462
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094639655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094641956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094646723
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094667019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094667088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094693700
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094694738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094695002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094716364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094732902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094736466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094739901
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094740825
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094743332
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094744002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094744268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094749540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094757636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094758393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094758619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094774741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094784926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094788244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094791668
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094794755
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094808747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094809513
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094809735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094841835
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509094846689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094848738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509094849221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094850698
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509094854095
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509094984541
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1509094985491
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095000186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095001032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095001300
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095017633
